drug_name,side_effect,gender_specific,severity,age_group,frequency_in_females,category,risk_level,requires_monitoring,safer_alternative,pregnancy_risk,breastfeeding_risk
NSAIDs,dizziness,General,Mild,60+,Rare,Pain_Management,Higher,No,Acetaminophen + Topical creams,Unknown,Unknown
NSAIDs,GI_bleeding_risk,Female_Specific,Mild,60+,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Medium
NSAIDs,kidney_damage_risk,Female_Specific,Mild,60+,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,High
NSAIDs,cardiovascular_events,Female_Specific,Mild,60+,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Medium
NSAIDs,stomach_upset,General,Moderate,60+,Common,Pain_Management,Higher,No,Acetaminophen + Topical creams,Medium,High
NSAIDs,headache,General,Moderate,60+,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Low,Low
NSAIDs,dizziness,General,Moderate,60+,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Medium
NSAIDs,GI_bleeding_risk,Female_Specific,Moderate,60+,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Medium
NSAIDs,kidney_damage_risk,Female_Specific,Moderate,60+,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Medium
NSAIDs,cardiovascular_events,Female_Specific,Moderate,60+,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Medium
NSAIDs,stomach_upset,General,Severe,60+,Common,Pain_Management,Higher,No,Acetaminophen + Topical creams,Low,High
NSAIDs,headache,General,Severe,60+,Common,Pain_Management,Higher,No,Acetaminophen + Topical creams,Low,Low
NSAIDs,dizziness,General,Severe,60+,Rare,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,High
NSAIDs,GI_bleeding_risk,Female_Specific,Severe,60+,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Medium
NSAIDs,kidney_damage_risk,Female_Specific,Severe,60+,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,High
NSAIDs,cardiovascular_events,Female_Specific,Severe,60+,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,High
Fluoroquinolones,nausea,General,Mild,18-30,Frequent,Antibiotic,Higher,No,Consult physician for alternatives,Medium,Medium
Fluoroquinolones,diarrhea,General,Mild,18-30,Common,Antibiotic,Higher,No,Consult physician for alternatives,Low,Unknown
Fluoroquinolones,headache,General,Mild,18-30,Rare,Antibiotic,Higher,No,Consult physician for alternatives,Medium,Low
Fluoroquinolones,tendon_rupture_risk,Female_Specific,Mild,18-30,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,High
Fluoroquinolones,QT_prolongation,Female_Specific,Mild,18-30,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Fluoroquinolones,nausea,General,Moderate,18-30,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Low,High
Fluoroquinolones,diarrhea,General,Moderate,18-30,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Low,Medium
Fluoroquinolones,headache,General,Moderate,18-30,Frequent,Antibiotic,Higher,No,Consult physician for alternatives,Low,Unknown
Fluoroquinolones,tendon_rupture_risk,Female_Specific,Moderate,18-30,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Fluoroquinolones,QT_prolongation,Female_Specific,Moderate,18-30,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Fluoroquinolones,nausea,General,Severe,18-30,Frequent,Antibiotic,Higher,No,Consult physician for alternatives,High,Medium
Fluoroquinolones,diarrhea,General,Severe,18-30,Common,Antibiotic,Higher,No,Consult physician for alternatives,Low,Low
Fluoroquinolones,headache,General,Severe,18-30,Frequent,Antibiotic,Higher,No,Consult physician for alternatives,High,Low
Fluoroquinolones,tendon_rupture_risk,Female_Specific,Severe,18-30,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,High,High
Fluoroquinolones,QT_prolongation,Female_Specific,Severe,18-30,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Medium
Fluoroquinolones,nausea,General,Mild,31-45,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Low
Fluoroquinolones,diarrhea,General,Mild,31-45,Rare,Antibiotic,Higher,Yes,Consult physician for alternatives,Unknown,Medium
Fluoroquinolones,headache,General,Mild,31-45,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,High,High
Fluoroquinolones,tendon_rupture_risk,Female_Specific,Mild,31-45,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Fluoroquinolones,QT_prolongation,Female_Specific,Mild,31-45,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Medium
Fluoroquinolones,nausea,General,Moderate,31-45,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Unknown
Fluoroquinolones,diarrhea,General,Moderate,31-45,Frequent,Antibiotic,Higher,No,Consult physician for alternatives,Low,Unknown
Fluoroquinolones,headache,General,Moderate,31-45,Frequent,Antibiotic,Higher,No,Consult physician for alternatives,Unknown,Medium
Fluoroquinolones,tendon_rupture_risk,Female_Specific,Moderate,31-45,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Fluoroquinolones,QT_prolongation,Female_Specific,Moderate,31-45,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Medium
Fluoroquinolones,nausea,General,Severe,31-45,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Low,Low
Fluoroquinolones,diarrhea,General,Severe,31-45,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Low,Medium
Fluoroquinolones,headache,General,Severe,31-45,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Unknown,Low
Fluoroquinolones,tendon_rupture_risk,Female_Specific,Severe,31-45,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Medium
Fluoroquinolones,QT_prolongation,Female_Specific,Severe,31-45,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Fluoroquinolones,nausea,General,Mild,46-60,Common,Antibiotic,Higher,No,Consult physician for alternatives,High,Medium
Fluoroquinolones,diarrhea,General,Mild,46-60,Rare,Antibiotic,Higher,No,Consult physician for alternatives,Medium,Low
Fluoroquinolones,headache,General,Mild,46-60,Rare,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Low
Fluoroquinolones,tendon_rupture_risk,Female_Specific,Mild,46-60,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Medium
Fluoroquinolones,QT_prolongation,Female_Specific,Mild,46-60,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Fluoroquinolones,nausea,General,Moderate,46-60,Rare,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Fluoroquinolones,diarrhea,General,Moderate,46-60,Frequent,Antibiotic,Higher,No,Consult physician for alternatives,Low,Unknown
Fluoroquinolones,headache,General,Moderate,46-60,Rare,Antibiotic,Higher,Yes,Consult physician for alternatives,Unknown,Unknown
Fluoroquinolones,tendon_rupture_risk,Female_Specific,Moderate,46-60,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Fluoroquinolones,QT_prolongation,Female_Specific,Moderate,46-60,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Fluoroquinolones,nausea,General,Severe,46-60,Rare,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Unknown
Fluoroquinolones,diarrhea,General,Severe,46-60,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Unknown,Low
Fluoroquinolones,headache,General,Severe,46-60,Rare,Antibiotic,Higher,No,Consult physician for alternatives,Medium,High
Fluoroquinolones,tendon_rupture_risk,Female_Specific,Severe,46-60,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Medium
Fluoroquinolones,QT_prolongation,Female_Specific,Severe,46-60,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Fluoroquinolones,nausea,General,Mild,60+,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Fluoroquinolones,diarrhea,General,Mild,60+,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Low,High
Fluoroquinolones,headache,General,Mild,60+,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Fluoroquinolones,tendon_rupture_risk,Female_Specific,Mild,60+,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Fluoroquinolones,QT_prolongation,Female_Specific,Mild,60+,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Medium
Fluoroquinolones,nausea,General,Moderate,60+,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Fluoroquinolones,diarrhea,General,Moderate,60+,Common,Antibiotic,Higher,No,Consult physician for alternatives,Medium,Unknown
Fluoroquinolones,headache,General,Moderate,60+,Frequent,Antibiotic,Higher,No,Consult physician for alternatives,Medium,Medium
Fluoroquinolones,tendon_rupture_risk,Female_Specific,Moderate,60+,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,High
Fluoroquinolones,QT_prolongation,Female_Specific,Moderate,60+,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Fluoroquinolones,nausea,General,Severe,60+,Rare,Antibiotic,Higher,No,Consult physician for alternatives,Medium,Medium
Fluoroquinolones,diarrhea,General,Severe,60+,Rare,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Fluoroquinolones,headache,General,Severe,60+,Frequent,Antibiotic,Higher,No,Consult physician for alternatives,Low,Low
Fluoroquinolones,tendon_rupture_risk,Female_Specific,Severe,60+,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Fluoroquinolones,QT_prolongation,Female_Specific,Severe,60+,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Medium
Macrolides,nausea,General,Mild,18-30,Rare,Antibiotic,Higher,No,Consult physician for alternatives,Low,Unknown
Macrolides,abdominal_pain,General,Mild,18-30,Rare,Antibiotic,Higher,Yes,Consult physician for alternatives,Low,Low
Macrolides,diarrhea,General,Mild,18-30,Common,Antibiotic,Higher,No,Consult physician for alternatives,Medium,Medium
Macrolides,cardiac_arrhythmia_risk,Female_Specific,Mild,18-30,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Macrolides,liver_toxicity,Female_Specific,Mild,18-30,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Macrolides,nausea,General,Moderate,18-30,Rare,Antibiotic,Higher,Yes,Consult physician for alternatives,High,High
Macrolides,abdominal_pain,General,Moderate,18-30,Rare,Antibiotic,Higher,No,Consult physician for alternatives,High,Unknown
Macrolides,diarrhea,General,Moderate,18-30,Rare,Antibiotic,Higher,No,Consult physician for alternatives,Medium,Unknown
Macrolides,cardiac_arrhythmia_risk,Female_Specific,Moderate,18-30,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Macrolides,liver_toxicity,Female_Specific,Moderate,18-30,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Medium
Macrolides,nausea,General,Severe,18-30,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Unknown,Unknown
Macrolides,abdominal_pain,General,Severe,18-30,Common,Antibiotic,Higher,No,Consult physician for alternatives,Medium,High
Macrolides,diarrhea,General,Severe,18-30,Frequent,Antibiotic,Higher,No,Consult physician for alternatives,High,Low
Macrolides,cardiac_arrhythmia_risk,Female_Specific,Severe,18-30,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Macrolides,liver_toxicity,Female_Specific,Severe,18-30,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,High
Macrolides,nausea,General,Mild,31-45,Rare,Antibiotic,Higher,No,Consult physician for alternatives,High,High
Macrolides,abdominal_pain,General,Mild,31-45,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Unknown,High
Macrolides,diarrhea,General,Mild,31-45,Rare,Antibiotic,Higher,No,Consult physician for alternatives,Unknown,Low
Macrolides,cardiac_arrhythmia_risk,Female_Specific,Mild,31-45,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Macrolides,liver_toxicity,Female_Specific,Mild,31-45,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Macrolides,nausea,General,Moderate,31-45,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Low,Low
Macrolides,abdominal_pain,General,Moderate,31-45,Rare,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Low
Macrolides,diarrhea,General,Moderate,31-45,Common,Antibiotic,Higher,No,Consult physician for alternatives,Unknown,Low
Macrolides,cardiac_arrhythmia_risk,Female_Specific,Moderate,31-45,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Medium
Macrolides,liver_toxicity,Female_Specific,Moderate,31-45,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Medium
Macrolides,nausea,General,Severe,31-45,Common,Antibiotic,Higher,No,Consult physician for alternatives,High,Unknown
Macrolides,abdominal_pain,General,Severe,31-45,Rare,Antibiotic,Higher,No,Consult physician for alternatives,High,Unknown
Macrolides,diarrhea,General,Severe,31-45,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Unknown,Low
Macrolides,cardiac_arrhythmia_risk,Female_Specific,Severe,31-45,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Macrolides,liver_toxicity,Female_Specific,Severe,31-45,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Macrolides,nausea,General,Mild,46-60,Rare,Antibiotic,Higher,No,Consult physician for alternatives,Unknown,High
Macrolides,abdominal_pain,General,Mild,46-60,Common,Antibiotic,Higher,No,Consult physician for alternatives,Low,Unknown
Macrolides,diarrhea,General,Mild,46-60,Common,Antibiotic,Higher,No,Consult physician for alternatives,Low,Low
Macrolides,cardiac_arrhythmia_risk,Female_Specific,Mild,46-60,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Macrolides,liver_toxicity,Female_Specific,Mild,46-60,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Macrolides,nausea,General,Moderate,46-60,Rare,Antibiotic,Higher,No,Consult physician for alternatives,Low,High
Macrolides,abdominal_pain,General,Moderate,46-60,Rare,Antibiotic,Higher,No,Consult physician for alternatives,Low,Low
Macrolides,diarrhea,General,Moderate,46-60,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,Unknown,High
Macrolides,cardiac_arrhythmia_risk,Female_Specific,Moderate,46-60,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,High,High
Macrolides,liver_toxicity,Female_Specific,Moderate,46-60,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Macrolides,nausea,General,Severe,46-60,Frequent,Antibiotic,Higher,No,Consult physician for alternatives,Low,Unknown
Macrolides,abdominal_pain,General,Severe,46-60,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Low,Unknown
Macrolides,diarrhea,General,Severe,46-60,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Low
Macrolides,cardiac_arrhythmia_risk,Female_Specific,Severe,46-60,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,High
Macrolides,liver_toxicity,Female_Specific,Severe,46-60,Frequent,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Macrolides,nausea,General,Mild,60+,Rare,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Low
Macrolides,abdominal_pain,General,Mild,60+,Common,Antibiotic,Higher,No,Consult physician for alternatives,Unknown,Unknown
Macrolides,diarrhea,General,Mild,60+,Common,Antibiotic,Higher,No,Consult physician for alternatives,Unknown,Medium
Macrolides,cardiac_arrhythmia_risk,Female_Specific,Mild,60+,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Macrolides,liver_toxicity,Female_Specific,Mild,60+,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Macrolides,nausea,General,Moderate,60+,Rare,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,High
Macrolides,abdominal_pain,General,Moderate,60+,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,High
Macrolides,diarrhea,General,Moderate,60+,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Low,Low
Macrolides,cardiac_arrhythmia_risk,Female_Specific,Moderate,60+,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Medium
Macrolides,liver_toxicity,Female_Specific,Moderate,60+,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,High
Macrolides,nausea,General,Severe,60+,Rare,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Macrolides,abdominal_pain,General,Severe,60+,Rare,Antibiotic,Higher,No,Consult physician for alternatives,High,Medium
Macrolides,diarrhea,General,Severe,60+,Common,Antibiotic,Higher,No,Consult physician for alternatives,Low,High
Macrolides,cardiac_arrhythmia_risk,Female_Specific,Severe,60+,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,High,Medium
Macrolides,liver_toxicity,Female_Specific,Severe,60+,Common,Antibiotic,Higher,Yes,Consult physician for alternatives,Medium,Medium
Birth_Control_Pills,nausea,General,Mild,18-30,Frequent,Hormonal,Specific,Yes,IUD or barrier methods,Low,Medium
Birth_Control_Pills,breast_tenderness,General,Mild,18-30,Rare,Hormonal,Specific,Yes,IUD or barrier methods,High,Unknown
Birth_Control_Pills,mood_changes,General,Mild,18-30,Common,Hormonal,Specific,Yes,IUD or barrier methods,Unknown,Medium
Birth_Control_Pills,blood_clot_risk,Female_Specific,Mild,18-30,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,Medium
Birth_Control_Pills,stroke_risk,Female_Specific,Mild,18-30,Common,Hormonal,Higher,Yes,IUD or barrier methods,High,High
Birth_Control_Pills,migraine_worsening,Female_Specific,Mild,18-30,Common,Hormonal,Higher,Yes,IUD or barrier methods,High,Medium
Birth_Control_Pills,nausea,General,Moderate,18-30,Common,Hormonal,Specific,No,IUD or barrier methods,High,Unknown
Birth_Control_Pills,breast_tenderness,General,Moderate,18-30,Rare,Hormonal,Specific,Yes,IUD or barrier methods,Low,Low
Birth_Control_Pills,mood_changes,General,Moderate,18-30,Frequent,Hormonal,Specific,No,IUD or barrier methods,High,Unknown
Birth_Control_Pills,blood_clot_risk,Female_Specific,Moderate,18-30,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,Medium,High
Birth_Control_Pills,stroke_risk,Female_Specific,Moderate,18-30,Common,Hormonal,Higher,Yes,IUD or barrier methods,High,Medium
Birth_Control_Pills,migraine_worsening,Female_Specific,Moderate,18-30,Common,Hormonal,Higher,Yes,IUD or barrier methods,High,High
Birth_Control_Pills,nausea,General,Severe,18-30,Rare,Hormonal,Specific,No,IUD or barrier methods,Medium,Medium
Birth_Control_Pills,breast_tenderness,General,Severe,18-30,Frequent,Hormonal,Specific,No,IUD or barrier methods,Unknown,High
Birth_Control_Pills,mood_changes,General,Severe,18-30,Common,Hormonal,Specific,Yes,IUD or barrier methods,Unknown,Low
Birth_Control_Pills,blood_clot_risk,Female_Specific,Severe,18-30,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,Medium
Birth_Control_Pills,stroke_risk,Female_Specific,Severe,18-30,Common,Hormonal,Higher,Yes,IUD or barrier methods,Medium,High
Birth_Control_Pills,migraine_worsening,Female_Specific,Severe,18-30,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,Medium,High
Birth_Control_Pills,nausea,General,Mild,31-45,Frequent,Hormonal,Specific,No,IUD or barrier methods,High,Low
Birth_Control_Pills,breast_tenderness,General,Mild,31-45,Common,Hormonal,Specific,No,IUD or barrier methods,Medium,Medium
Birth_Control_Pills,mood_changes,General,Mild,31-45,Frequent,Hormonal,Specific,Yes,IUD or barrier methods,Medium,Low
Birth_Control_Pills,blood_clot_risk,Female_Specific,Mild,31-45,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,Medium
Birth_Control_Pills,stroke_risk,Female_Specific,Mild,31-45,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,High
Birth_Control_Pills,migraine_worsening,Female_Specific,Mild,31-45,Common,Hormonal,Higher,Yes,IUD or barrier methods,Medium,Medium
Birth_Control_Pills,nausea,General,Moderate,31-45,Rare,Hormonal,Specific,No,IUD or barrier methods,Low,High
Birth_Control_Pills,breast_tenderness,General,Moderate,31-45,Frequent,Hormonal,Specific,Yes,IUD or barrier methods,Unknown,Low
Birth_Control_Pills,mood_changes,General,Moderate,31-45,Rare,Hormonal,Specific,No,IUD or barrier methods,Unknown,Low
Birth_Control_Pills,blood_clot_risk,Female_Specific,Moderate,31-45,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,Medium
Birth_Control_Pills,stroke_risk,Female_Specific,Moderate,31-45,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,Medium
Birth_Control_Pills,migraine_worsening,Female_Specific,Moderate,31-45,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,High
Birth_Control_Pills,nausea,General,Severe,31-45,Common,Hormonal,Specific,Yes,IUD or barrier methods,Low,High
Birth_Control_Pills,breast_tenderness,General,Severe,31-45,Frequent,Hormonal,Specific,No,IUD or barrier methods,Medium,High
Birth_Control_Pills,mood_changes,General,Severe,31-45,Frequent,Hormonal,Specific,No,IUD or barrier methods,Unknown,Unknown
Birth_Control_Pills,blood_clot_risk,Female_Specific,Severe,31-45,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,Medium,High
Birth_Control_Pills,stroke_risk,Female_Specific,Severe,31-45,Common,Hormonal,Higher,Yes,IUD or barrier methods,High,High
Birth_Control_Pills,migraine_worsening,Female_Specific,Severe,31-45,Common,Hormonal,Higher,Yes,IUD or barrier methods,Medium,Medium
Birth_Control_Pills,nausea,General,Mild,46-60,Rare,Hormonal,Specific,No,IUD or barrier methods,High,Low
Birth_Control_Pills,breast_tenderness,General,Mild,46-60,Frequent,Hormonal,Specific,No,IUD or barrier methods,High,High
Birth_Control_Pills,mood_changes,General,Mild,46-60,Frequent,Hormonal,Specific,No,IUD or barrier methods,Medium,High
Birth_Control_Pills,blood_clot_risk,Female_Specific,Mild,46-60,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,Medium,High
Birth_Control_Pills,stroke_risk,Female_Specific,Mild,46-60,Common,Hormonal,Higher,Yes,IUD or barrier methods,High,Medium
Birth_Control_Pills,migraine_worsening,Female_Specific,Mild,46-60,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,Medium
Birth_Control_Pills,nausea,General,Moderate,46-60,Rare,Hormonal,Specific,No,IUD or barrier methods,Low,Unknown
Birth_Control_Pills,breast_tenderness,General,Moderate,46-60,Frequent,Hormonal,Specific,Yes,IUD or barrier methods,High,Low
Birth_Control_Pills,mood_changes,General,Moderate,46-60,Frequent,Hormonal,Specific,Yes,IUD or barrier methods,High,Unknown
Birth_Control_Pills,blood_clot_risk,Female_Specific,Moderate,46-60,Common,Hormonal,Higher,Yes,IUD or barrier methods,Medium,Medium
Birth_Control_Pills,stroke_risk,Female_Specific,Moderate,46-60,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,Medium,High
Birth_Control_Pills,migraine_worsening,Female_Specific,Moderate,46-60,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,Medium,Medium
Birth_Control_Pills,nausea,General,Severe,46-60,Frequent,Hormonal,Specific,No,IUD or barrier methods,Unknown,Low
Birth_Control_Pills,breast_tenderness,General,Severe,46-60,Common,Hormonal,Specific,Yes,IUD or barrier methods,Medium,High
Birth_Control_Pills,mood_changes,General,Severe,46-60,Common,Hormonal,Specific,Yes,IUD or barrier methods,High,Unknown
Birth_Control_Pills,blood_clot_risk,Female_Specific,Severe,46-60,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,Medium,High
Birth_Control_Pills,stroke_risk,Female_Specific,Severe,46-60,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,Medium
Birth_Control_Pills,migraine_worsening,Female_Specific,Severe,46-60,Common,Hormonal,Higher,Yes,IUD or barrier methods,Medium,Medium
Birth_Control_Pills,nausea,General,Mild,60+,Common,Hormonal,Specific,No,IUD or barrier methods,Unknown,Low
Birth_Control_Pills,breast_tenderness,General,Mild,60+,Rare,Hormonal,Specific,No,IUD or barrier methods,High,High
Birth_Control_Pills,mood_changes,General,Mild,60+,Common,Hormonal,Specific,Yes,IUD or barrier methods,Medium,Unknown
Birth_Control_Pills,blood_clot_risk,Female_Specific,Mild,60+,Common,Hormonal,Higher,Yes,IUD or barrier methods,Medium,High
Birth_Control_Pills,stroke_risk,Female_Specific,Mild,60+,Common,Hormonal,Higher,Yes,IUD or barrier methods,High,High
Birth_Control_Pills,migraine_worsening,Female_Specific,Mild,60+,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,Medium
Birth_Control_Pills,nausea,General,Moderate,60+,Rare,Hormonal,Specific,Yes,IUD or barrier methods,Medium,Medium
Birth_Control_Pills,breast_tenderness,General,Moderate,60+,Common,Hormonal,Specific,No,IUD or barrier methods,Low,Unknown
Birth_Control_Pills,mood_changes,General,Moderate,60+,Frequent,Hormonal,Specific,No,IUD or barrier methods,Medium,Low
Birth_Control_Pills,blood_clot_risk,Female_Specific,Moderate,60+,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,High
Birth_Control_Pills,stroke_risk,Female_Specific,Moderate,60+,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,Medium
Birth_Control_Pills,migraine_worsening,Female_Specific,Moderate,60+,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,Medium,High
Birth_Control_Pills,nausea,General,Severe,60+,Rare,Hormonal,Specific,Yes,IUD or barrier methods,High,Medium
Birth_Control_Pills,breast_tenderness,General,Severe,60+,Rare,Hormonal,Specific,Yes,IUD or barrier methods,Unknown,Medium
Birth_Control_Pills,mood_changes,General,Severe,60+,Rare,Hormonal,Specific,Yes,IUD or barrier methods,Medium,Medium
Birth_Control_Pills,blood_clot_risk,Female_Specific,Severe,60+,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,High
Birth_Control_Pills,stroke_risk,Female_Specific,Severe,60+,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,High,High
Birth_Control_Pills,migraine_worsening,Female_Specific,Severe,60+,Frequent,Hormonal,Higher,Yes,IUD or barrier methods,Medium,High
Hormone_Replacement_Therapy,breast_tenderness,General,Mild,18-30,Rare,Hormonal,Specific,Yes,Bioidentical hormones,Low,High
Hormone_Replacement_Therapy,bloating,General,Mild,18-30,Common,Hormonal,Specific,Yes,Bioidentical hormones,Low,Low
Hormone_Replacement_Therapy,mood_swings,General,Mild,18-30,Rare,Hormonal,Specific,Yes,Bioidentical hormones,Medium,Unknown
Hormone_Replacement_Therapy,breast_cancer_risk,Female_Specific,Mild,18-30,Frequent,Hormonal,Higher,Yes,Bioidentical hormones,High,High
Hormone_Replacement_Therapy,stroke_risk,Female_Specific,Mild,18-30,Frequent,Hormonal,Higher,Yes,Bioidentical hormones,Medium,Medium
Hormone_Replacement_Therapy,blood_clot_risk,Female_Specific,Mild,18-30,Common,Hormonal,Higher,Yes,Bioidentical hormones,High,Medium
Hormone_Replacement_Therapy,breast_tenderness,General,Moderate,18-30,Frequent,Hormonal,Specific,No,Bioidentical hormones,High,High
Hormone_Replacement_Therapy,bloating,General,Moderate,18-30,Rare,Hormonal,Specific,No,Bioidentical hormones,Low,Low
Hormone_Replacement_Therapy,mood_swings,General,Moderate,18-30,Frequent,Hormonal,Specific,Yes,Bioidentical hormones,Unknown,Unknown
